gender,age,salary,purchase_iphone
Male,22,126302,1
Male,46,76771,0
Female,27,69509,1
Female,36,93057,0
Male,45,106845,1
Male,47,135861,1
Male,45,95102,1
Female,37,129087,0
Male,37,49102,0
Male,62,60970,1
Female,36,136717,1
Female,60,116305,1
Male,38,114116,1
Female,46,90645,0
Female,47,62780,1
Male,23,68557,0
Male,41,109886,1
Female,30,117990,1
Female,52,41438,0
Male,29,32912,0
Female,19,50148,0
Male,54,59931,0
Female,22,97428,0
Male,39,31854,1
Male,38,32251,1
Male,24,118902,0
Female,33,114499,1
Female,47,72842,1
Female,61,39069,1
Male,63,102173,0
Female,60,66915,0
Female,23,137626,1
Male,51,68604,0
Male,44,142203,1
Male,33,118304,1
Female,61,43124,1
Female,45,90496,1
Male,48,61578,0
Female,59,41533,0
Male,21,119864,1
Female,20,62116,1
Male,40,49640,0
Female,56,87814,1
Male,35,73904,1
Female,58,93008,0
Female,34,84688,0
Female,60,92892,1
Male,48,134209,1
Male,31,145343,1
Female,51,125313,1
Female,21,107336,0
Male,48,139800,1
Male,63,76388,1
Male,44,41716,0
Male,34,140177,0
Male,58,118362,0
Female,51,91218,1
Male,18,47928,0
Male,26,31953,0
Male,48,112073,1
Female,19,124607,1
Male,61,33070,0
Female,31,26028,0
Female,28,145222,0
Female,38,61880,1
Female,47,108594,1
Female,22,111208,1
Female,61,81673,0
Male,59,79517,1
Female,63,114211,1
Female,54,36003,1
Male,64,48246,0
Male,36,103433,1
Female,39,120099,1
Male,34,45877,1
Male,39,61744,0
Female,64,105078,1
Female,23,34501,1
Male,26,109976,0
Male,29,46468,0
Female,55,113416,1
Male,20,41739,0
Female,44,122232,1
Female,50,39376,0
Male,62,71736,1
Female,57,23171,0
Female,33,107687,0
Male,34,64536,1
Female,59,78983,1
Female,31,87913,1
Female,24,101292,0
Female,52,139507,1
Male,40,101367,1
Male,54,114659,1
Male,54,144998,1
Male,23,39011,0
Female,62,64872,1
Female,35,81840,0
Female,64,38923,1
Male,53,141092,1
Female,56,40239,1
Male,36,110943,0
Male,54,68742,0
Male,56,92958,0
Female,20,74023,1
Male,37,120254,1
Female,57,98731,1
Male,28,47303,0
Male,27,90337,1
Female,29,65221,0
Female,33,95603,0
Male,59,123907,1
Male,43,146891,1
Male,48,66428,1
Female,36,84823,0
Female,62,74761,0
Male,54,36174,0
Female,51,89396,1
Male,38,140065,1
Female,64,70496,1
Female,55,136107,1
Male,46,52914,0
Female,21,83502,0
Male,52,61297,0
Male,22,140595,0
Female,52,76384,1
Male,32,106282,0
Male,22,34068,0
Male,25,136778,1
Female,18,59961,1
Female,19,63717,1
Female,46,128032,1
Male,40,111888,1
Male,37,25230,0
Female,37,63663,0
Female,31,47717,1
Male,30,62552,0
Female,48,23251,1
Male,52,104039,1
Male,59,35056,1
Female,35,135128,1
Male,39,112369,0
Female,44,31503,1
Female,25,114281,0
Female,29,115540,1
Female,35,69976,0
Male,55,88771,1
Female,29,108579,1
Male,58,108679,1
Male,46,141364,1
Male,18,99753,0
Female,45,126429,1
Male,36,120198,1
Male,35,117381,1
Male,27,138838,1
Female,55,71574,1
Female,21,44729,1
Female,38,107429,1
Male,51,59350,1
Male,56,123340,1
Male,56,78240,1
Female,53,122472,1
Male,34,85259,0
Female,34,25781,1
Male,54,79920,0
Male,38,41048,0
Female,45,87172,1
Female,19,30657,1
Male,54,105018,1
Male,57,40316,1
Female,20,112329,1
Female,55,86469,1
Male,42,54551,1
Female,62,107527,1
Female,21,62542,0
Female,62,49506,0
Male,26,85314,0
Male,27,118746,1
Male,18,52688,0
Male,23,72650,0
Female,45,143776,1
Male,61,115131,1
Male,36,54338,1
Male,44,81647,1
Male,41,61625,1
Male,20,42175,0
Male,39,95520,0
Male,47,133866,1
Male,42,70790,0
Male,44,66685,1
Male,48,47842,1
Female,37,83090,1
Male,49,47965,0
Female,22,27331,0
Female,35,102541,1
Male,34,88275,1
Male,35,34704,0
Male,64,143916,1
Male,33,115974,0
Male,19,63366,0
Female,23,133157,0
Female,34,122168,0
Male,37,72788,0
Female,20,45755,1
Male,20,48481,0
Female,48,92451,0
Female,38,116240,1
Female,27,136508,1
Female,52,114573,1
Male,42,88891,0
Male,24,59432,0
Male,26,26483,0
Female,54,22639,0
Female,60,109032,1
Male,53,111486,1
Male,41,51899,0
Female,23,125948,1
Female,49,29028,0
Female,36,86307,0
Male,28,142455,1
Female,28,67119,0
Male,51,33345,0
Female,27,83842,0
Female,62,141023,1
Female,25,68898,0
Female,35,28309,0
Female,48,115416,1
Female,22,24233,1
Female,41,95299,1
Male,59,82655,1
Female,41,25216,0
Male,22,103376,1
Female,57,75619,1
Male,47,136457,1
Female,20,126509,1
Female,37,86035,1
Male,27,100502,1
Male,34,110301,1
Male,52,72779,1
Female,59,121457,1
Female,34,66588,1
Male,38,126742,1
Female,61,41651,0
Male,28,64805,0
Female,54,59642,1
Female,41,119318,1
Female,33,105855,1
Female,63,44452,0
Male,22,30151,0
Female,25,132424,1
Female,20,42458,0
Female,48,28154,1
Female,50,118073,0
Female,34,114990,1
Female,63,110651,1
Female,31,131605,1
Male,54,76278,1
Male,57,118175,1
Male,26,47476,0
Female,32,106608,1
Male,48,97896,1
Male,35,111273,1
Female,58,108414,1
Male,21,41768,0
Male,20,46551,0
Male,43,64411,0
Female,28,70096,1
Female,59,58339,1
Female,27,96698,1
Male,52,58202,0
Male,46,44098,0
Female,49,77854,1
Female,19,56564,0
Male,35,103108,1
Female,32,31767,0
Female,53,55174,0
Male,22,22084,0
Female,60,31428,1
Female,48,39465,0
Male,44,84622,1
Female,53,73046,1
Male,53,101983,1
Female,35,45873,0
Male,46,96025,0
Male,29,133514,1
Male,52,36718,0
Female,40,24294,0
Female,22,88553,0
Male,22,146882,1
Female,33,124996,0
Female,43,61513,0
Male,48,73875,0
Female,34,138985,0
Male,18,96753,1
Female,42,116088,1
Female,41,103319,1
Female,37,57747,1
Female,56,33490,1
Male,29,48850,1
Male,52,61059,0
Male,40,35020,1
Female,40,45050,0
Male,43,87023,1
Male,38,145749,1
Male,19,136556,1
Male,55,35352,0
Female,45,83192,0
Male,49,74655,0
Male,35,30318,0
Female,29,123082,1
Male,27,116859,0
Female,59,28398,1
Female,46,133394,1
Female,50,95564,0
Male,62,118686,1
Female,44,130805,1
Male,42,99880,1
Male,50,141729,1
Female,46,58397,0
Male,38,41063,0
Female,34,117880,1
Male,48,93461,1
Male,49,35705,1
Male,25,125702,1
Female,34,29646,1
Male,63,66032,1
Female,47,48337,0
Female,30,85252,1
Male,22,35210,0
Female,33,30608,0
Male,53,139860,1
Male,41,44550,1
Male,40,146357,0
Female,25,75680,1
Female,19,132456,0
Female,49,30572,1
Male,52,103621,1
Male,53,108758,0
Female,18,128175,1
Female,58,145135,1
Male,62,48620,1
Male,28,112081,1
Male,26,57618,1
Female,57,102788,1
Male,18,30196,0
Female,37,122048,1
Male,22,103886,1
Female,57,74757,1
Male,50,37347,0
Female,50,113375,1
Female,55,36558,1
Female,23,109844,0
Male,48,71957,1
Female,56,50035,1
Male,41,76082,1
Female,60,146259,1
Male,61,101183,1
Female,41,38473,0
Female,42,76284,1
Male,55,34828,0
Male,47,138658,1
Female,19,70234,1
Female,19,108702,0
Female,22,68564,1
Female,48,109082,1
Male,32,23901,0
Female,45,129765,1
Male,21,29873,0
Female,59,143316,1
Male,49,69634,0
Female,24,118379,0
Male,28,146761,1
Female,60,127480,0
Female,25,77922,0
Male,41,133830,1
Male,24,67170,0
Male,24,60675,0
Male,22,95582,1
Male,50,88285,1
Female,33,53495,0
Female,21,49676,0
Male,53,34847,0
Male,50,41445,1
Male,44,102154,1
Male,44,128927,1
Male,25,117414,0
Female,28,59702,0
Male,43,35601,0
Male,42,75694,1
Male,34,91500,1
Female,39,138544,1
Male,54,86810,0
Male,43,103156,1
Female,32,69365,1
Female,42,68136,0
Female,46,36459,1
Male,28,90339,1
Female,43,128452,1
Male,63,69899,1
Female,48,145796,1
Female,64,22324,1
Male,18,111271,0
Male,41,147416,1
Female,37,48648,0
Male,38,45228,0
Female,21,133319,1
Female,55,56555,0
Female,59,133878,1
Male,36,96150,0
Male,43,50680,0
Female,20,62747,1
Male,36,105333,1
Female,21,72950,0
Male,39,104864,0
Male,55,92827,1
Female,44,65119,0
Male,29,123569,1
Male,42,120361,1
Female,25,79477,1
Male,25,146529,0
Male,62,36667,1
Male,31,33864,0
Male,25,41475,0
Female,44,25262,0
Female,30,109540,0
Female,49,78394,0
Female,50,123200,1
Male,55,63626,1
Female,28,106529,1
Female,46,96420,1
Female,40,122190,1
Female,63,73099,1
Female,32,104037,1
Female,54,27064,1
Male,34,70639,1
Male,45,140172,1
Male,44,140377,1
Female,49,36556,1
Male,61,61330,1
Male,20,112700,1
Male,53,85404,1
Male,46,145776,0
Female,37,33953,1
Male,31,47267,0
Female,25,42528,0
Male,41,111495,1
Male,63,126912,1
Female,25,53812,0
Male,52,137717,1
Female,36,54293,0
Female,49,31079,1
Female,35,144807,1
Female,28,128880,0
Male,57,32859,0
Male,52,119504,1
Female,37,28271,0
Female,59,124340,1
Female,46,111092,1
Male,58,87425,1
Female,32,31027,0
Male,54,144422,0
Male,37,139341,1
Male,30,69308,1
Male,21,145563,1
Male,27,25039,0
Male,61,133257,0
Male,45,90224,0
Male,51,112194,1
Female,30,136445,1
Female,26,84837,1
Female,19,94232,0
Male,26,139035,1
Female,32,113173,1
Male,52,145661,1
Male,45,143697,1
Female,55,111028,1
Female,28,32474,0
Male,20,35457,1
Female,19,75440,1
Male,62,100409,1
Male,18,69807,1
Male,43,130383,1
Female,39,49897,1
Male,33,55525,1
Female,51,115898,1
Female,47,106552,1
Female,29,47470,1
Female,46,83933,1
Female,29,52378,0
Female,56,89668,1
Male,29,61892,1
Female,50,64349,0
Male,61,25665,0
Male,23,110898,0
Male,46,49702,1
Male,41,108936,1
Male,42,38917,0
Male,39,124753,1
Female,53,98914,0
Male,48,128411,0
Male,49,25462,0
Male,45,141019,1
Male,31,42100,0
Male,38,65965,1
Male,27,126476,0
Male,30,52253,1
Male,64,137232,0
Female,41,69949,0
Female,27,144210,0
Male,64,66701,1
Male,37,63260,1
Male,35,90212,1
Female,51,55467,0
Male,59,50371,1
Female,61,87183,1
Female,58,95656,1
Female,56,81410,1
Female,47,26263,1
Female,61,24352,1
Female,52,27951,1
Male,29,73735,0
Male,19,24328,0
Female,57,106713,1
Male,29,65978,1
Female,20,65269,1
Female,62,83138,1
Female,28,67886,1
Female,45,91944,1
Female,39,145589,0
Male,61,143814,1
Male,47,87846,1
Female,28,143549,1
Male,53,97647,1
Female,36,104894,1
Male,40,83995,1
Female,50,106425,1
Male,60,86227,1
Female,54,132147,1
Female,21,32938,0
Female,21,105206,1
Male,35,91732,1
Male,35,125999,1
Female,20,54527,1
Male,45,67430,0
Male,49,133788,1
Female,38,131400,1
Female,30,105902,1
Female,37,108698,0
Male,64,114427,1
Female,29,36569,0
Female,63,53143,1
Male,50,107384,1
Female,59,134589,1
Male,25,55186,0
Female,37,54472,1
Female,63,102793,1
Male,45,134884,1
Female,18,95749,1
Female,58,142313,1
Female,63,67468,1
Male,49,125438,0
Male,59,102193,1
Male,51,77681,1
Female,62,45704,1
Female,61,122292,0
Female,39,142668,1
Male,36,90992,0
Female,47,122618,1
Male,35,49658,0
Female,22,25789,1
Male,48,120314,1
Male,36,47264,0
Female,33,78042,1
Male,39,27987,0
Female,51,133854,0
Female,31,74466,0
Female,23,37134,0
Female,61,75667,0
Female,55,92085,1
Male,51,32590,1
Male,57,40852,1
Female,64,97782,1
Female,35,121675,0
Male,63,28748,1
Female,24,145913,1
Female,21,93290,1
Female,47,112176,1
Male,45,86452,1
Male,43,127960,1
Female,20,32543,0
Male,33,28325,0
Female,19,71371,1
Female,64,82565,1
Male,33,132836,0
Female,58,36867,1
Male,32,130632,0
Female,43,135150,0
Female,20,124866,1
Female,46,48287,1
Female,31,80529,1
Male,57,24207,1
Female,57,122436,1
Female,58,136434,1
Female,61,138852,1
